"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","HFO2(WT%)","THO2(WT%)","UO2(WT%)","UO3(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","CEO2(WT%)","ND2O3(WT%)","SM2O3(WT%)","EU2O3(WT%)","GD2O3(WT%)","DY2O3(WT%)","ER2O3(WT%)","Y2O3(WT%)","V2O3(WT%)","V2O5(WT%)","NB2O3(WT%)","NB2O5(WT%)","TA2O3(WT%)","TA2O5(WT%)","PR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","SNO2(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","FE(WT%)","NA(WT%)","HE(MOL/G)","LI(PPM)","BE(PPM)","B(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB204(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","ND143_ND144","ND145_ND144","ND146_ND144","ND148_ND144","ND150_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","CE138_CE142","LA138_CE142","PB206_U238","PB207_U235","PB208_TH232","RA226_TH230_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_PB206","U238_TH232_ACT","D18O(‰)","D18O(‰VSMOW)","CHROMITE(MOL%)","HERCYNITE(MOL%)","JACOBSITE(MOL%)","MG-CHROMITE(MOL%)","MAGNESIOFERRITE(MOL%)","MAGNETITE(MOL%)","SPINEL(MOL%)","ULVOSPINEL(MOL%)","AGE(KA)","AGE(MA)",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","23.74","20.34","","","","","","1.43","0","0","0","","0","","","","","","","","0","","","","","","","","38.5","","15.36","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","24.33","25.15","","","","","","1.19","0","0","0","","0","","","","","","","","0","","","","","","","","30.98","","18.34","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","37.53","33.78","","","","","","2.11","0","0","0","","0","","","","","","","","0","","","","","","","","1.11","","25.47","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","33.19","26.47","","","","","","2.57","0","0","0","","0","","","","","","","","0","","","","","","","","16.3","","20.33","0.85","0","","","","","","0","0.29","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","31.67","21.88","","","","","","1.17","0","0","0","","0","","","","","","","","0","","","","","","","","28.65","","16.63","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","35.5","32.37","","","","","","3.24","0","0","0","","0","","","","","","","","0","","","","","","","","2.08","","26.81","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","32.33","31.3","","","","","","1.27","0","0","0","","0","","","","","","","","0","","","","","","","","12.18","","22.92","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","36.43","33.45","","","","","","2.11","0","0","0","","0","","","","","","","","0","","","","","","","","1.94","","25.23","0.55","0","","","","","","0","0.29","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","3.55","2.31","","","","","","0","0","0","0","","0","","","","","","","","0","","","","","","","","92.59","","1.55","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","42.01","25.01","","","","","","5.11","0","0","0","","0","","","","","","","","0","","","","","","","","5.31","","19.17","1.65","0","","","","","","0","1.75","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","7.51","0.36","","","","","","3.83","0","0","0","","0","","","","","","","","0","","","","","","","","84.14","","0","3.28","0","","","","","","0","0.88","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","0.88","0.9","","","","","","0","0","0","0","","0","","","","","","","","0","","","","","","","","97.56","","0.66","0","0","","","","","","0","0","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","7.81","0.57","","","","","","4.38","0","0","0","","0","","","","","","","","0","","","","","","","","82.95","","0","3.33","0","","","","","","0","0.97","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1882","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","13.07","0.45","","","","","","1.15","0","0","0","","0","","","","","","","","0","","","","","","","","85.04","","0","0","0","","","","","","0","0.28","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","34.51","32.49","","","","","","3.31","0","0","0","","0","","","","","","","","0","","","","","","","","3.15","","24.42","1.04","0","","","","","","0","1.1","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","36.17","26.62","","","","","","5.01","0","0","0","","0","","","","","","","","0","","","","","","","","6.11","","20.29","2.95","0","","","","","","0","2.82","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","34.55","33.61","","","","","","3.23","0","0","0","","0","","","","","","","","0","","","","","","","","1.53","","25.98","0.53","0","","","","","","0","0.57","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","35.64","29.06","","","","","","4.76","0","0","0","","0","","","","","","","","0","","","","","","","","3.43","","23.1","2.5","0","","","","","","0","1.49","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","37.86","28.31","","","","","","4.93","0","0","0","","0","","","","","","","","0","","","","","","","","2.8","","22.05","1.21","0","","","","","","0","1.31","1.51","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","33.29","33.83","","","","","","2.95","0","0","0","","0","","","","","","","","0","","","","","","","","3.24","","25.72","0.51","0","","","","","","0","0.47","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","34.8","31.63","","","","","","3.44","0","0","0","","0","","","","","","","","0","","","","","","","","2.32","","25.1","1.94","0","","","","","","0","0.77","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","34.21","32.16","","","","","","3.44","0","0","0","","0","","","","","","","","0","","","","","","","","3.49","","24.46","1.44","0","","","","","","0","0.82","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[21629] PE-PIPER G. (2018)","samp. 1159","RIFT VOLCANICS","APPALACHIANS / NORTHERN APPALACHIANS / AVALON ZONE","AREA IN AND AROUND THE WEST MOOSE RIVER PLUTON, COBEQUID HIGHLANDS","45.5","45.5","-64","-64","subaerial","","","KERSANTITE","","","","","TITANITE (SPHENE)","","","","","primary","36.3","21.93","","","","","","6.29","0","0","0","","0","","","","","","","","0.55","","","","","","","","9.8","","17.76","3.95","0","","","","","","0","3.41","0","0","","0","0","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
